ID;Nummer;Betreiber;Anlagenname;Bundesland;PLZ;Ort Orignal;Ort;VET 2018 [t CO2 Äq];Haupttätigkeit nach TEHG;Bezeichnung Haupttätigkeit nach TEHG;NACE WZ2008;AGS_manual;AGS;Prüfsumme
391;14260-0127;Helfer Ziegel GmbH;Helfer Ziegel GmbH;BY;85221;Dachau;Dachau, GKSt;2.745;17;Herstellung von Keramik;NACE 23.32;9174115;09174115;1
1890;14330-0071;bayernets GmbH;Verdichterstation Haiming;BY;84533;Haiming;Haiming;1.361;6;Antriebsmaschinen (Turbinen);NACE 35.22;;09171118;1
1083;14310-0518;Infraserv GmbH & Co. Gendorf KG;T02 Kraftwerk;BY;84508;Burgkirchen;Burgkirchen;196.377;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09171113;1
202194;14616-0036;Clariant Produkte (Deutschland) GmbH;Glykoletherbetrieb (Genehmigungsteil B05) (Nullemissionsanlage);BY;84508;Burgkirchen;Burgkirchen;0;27;Herstellung organischer Grundchemikalien;NACE 20.14;;09171113;1
201538;14616-0057;Vinnolit GmbH & Co. KG;VC-Betrieb Gendorf;BY;84508;Burgkirchen;Burgkirchen;40.343;27;Herstellung organischer Grundchemikalien;NACE 20.14;;09171113;1
;14616-0162;Vinnolit GmbH & Co. KG;S-PVC Gendorf;BY;84508;Burgkirchen;Burgkirchen;8;27;Herstellung organischer Grundchemikalien;NACE 20.16;;09171113;1
202195;14616-0180;Clariant Produkte (Deutschland) GmbH;EOEG-Betrieb (B02);BY;84508;Burgkirchen;Burgkirchen;68.196;27;Herstellung organischer Grundchemikalien;NACE 20.14;;09171113;1
202196;14616-0181;Clariant Produkte (Deutschland) GmbH;EOEG-Betrieb B04 (Nullemissionsanlage);BY;84508;Burgkirchen;Burgkirchen;0;27;Herstellung organischer Grundchemikalien;NACE 20.14;;09171113;1
5;14210-0005;OMV Deutschland GmbH;Mineralölverarbeitung;BY;84489;Burghausen;Burghausen;1.086.239;7;Raffinerien;NACE 19.20;;09171112;1
795;14310-0191;Wacker Chemie AG;Gemeinschaftskraftwerk Burghausen;BY;84489;Burghausen;Burghausen;664.276;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;09171112;1
202574;14310-1774;Borealis Polymere GmbH;Anlage zur Herstellung von Polypropylen (K30 - PP4 - Anlage);BY;84489;Burghausen;Burghausen;9.257;1;Verbrennung;NACE 20.16;;09171112;1
202351;14611-0002;Linde Gas Produktionsgesellschaft mbH & Co. KG;Werk 952, Burghausen, SR 1,2,3;BY;84489;Burghausen;Burghausen;51.424;28;Herstellung von Wasserstoff und Synthesegas;NACE 20.11;;09171112;1
202625;14616-0050;Wacker Chemie AG;Vinna-Anlage;BY;84489;Burghausen;Burghausen;18.637;27;Herstellung organischer Grundchemikalien;NACE 20.14;;09171112;1
;14616-0159;Vinnolit GmbH & Co. KG;Vinnol-E-Anlage;BY;84489;Burghausen;Burghausen;16.590;27;Herstellung organischer Grundchemikalien;NACE 20.16;;09171112;1
209983;14616-0211;Wacker Chemie AG;N9 - AK-Öl-Betrieb;BY;84489;Burghausen;Burghausen;39;27;Herstellung organischer Grundchemikalien;NACE 20.16;;09171112;1
;14616-0221;Vinnolit GmbH & Co. KG;Vinnol-S-Anlage;BY;84489;Burghausen;Burghausen;11;27;Herstellung organischer Grundchemikalien;NACE 20.16;;09171112;1
1100;14310-0536;AUDI AG;KWKK (Anlage 2);BY;85045;Ingolstadt;Ingolstadt;41.312;3;Energieumwandlung 20–50 MW FWL;NACE 29.10;;09161000;1
1388;14310-0844;AUDI AG;Heizwerk Ost/West (Anlage 1);BY;85045;Ingolstadt;Ingolstadt;36.397;2;Energieumwandlung ? 50 MW FWL;NACE 29.10;;09161000;1
1236;14310-0680;OMIRA GmbH;Industriekraftwerk der Omira Ravensburg;BW;88214;Ravensburg;Ravensburg;30.650;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08436064;2
1020;14310-0447;Pfleiderer Leutkirch GmbH;Spanplattenwerk;BW;88299;Leutkirch im Allgäu;Leutkirch im Allgäu;7.384;4;Energieumwandlung 20–50 MW FWL, andere Brennstoffe;NACE 16.21;;08436055;1
1022;14310-0449;Pfleiderer Leutkirch GmbH;Schwerölkessel;BW;88299;Leutkirch im Allgäu;Leutkirch im Allgäu;15.099;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08436055;1
220;14250-0035;Verallia Deutschland AG;Anlage zur Herstellung von Glas Werk Bad Wurzach;BW;88410;Bad Wurzach;Bad Wurzach;109.977;16;Herstellung von Glas;NACE 23.13;;08436010;1
626;14310-0009;MTU Friedrichshafen GmbH;BW_5123496_Heizhaus Werk 1;BW;88045;Friedrichshafen;Friedrichshafen;11.945;3;Energieumwandlung 20–50 MW FWL;NACE 28.11;;08435016;1
652;14310-0036;MTU Friedrichshafen GmbH;BW_5123518_1_Heizhaus Werk 2;BW;88045;Friedrichshafen;Friedrichshafen;2.188;3;Energieumwandlung 20–50 MW FWL;NACE 28.11;;08435016;1
204641;14310-1820;MTU Friedrichshafen GmbH;Motorenprüfstand Werk 1;BW;88045;Friedrichshafen;Friedrichshafen;7.531;1;Verbrennung;NACE 28.11;;08435016;1
204642;14310-1824;MTU Friedrichshafen GmbH;Motorenprüfstand Werk 2;BW;88045;Friedrichshafen;Friedrichshafen;11.467;1;Verbrennung;NACE 28.11;;08435016;1
587;14280-0101;Ahlstrom-Munksjö Dettingen GmbH;Papiermaschinen PM 1 und PM 4;BW;72581;Dettingen;Dettingen an der Erms;5.433;21;Herstellung von Papier;NACE 17.12;;08415014;1
1070;14310-0503;Ahlstrom-Munksjö Dettingen GmbH;Dampferzeugeranlage Dettingen;BW;72581;Dettingen;Dettingen an der Erms;23.947;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08415014;1
171;14240-0056;Märker Kalk GmbH;Kalkwerk Herrlingen;BW;89134;Blaustein;Blaustein;148.774;15;Herstellung von Kalk;NACE 23.52;;08425141;1
99;14230-0028;"HeidelbergCement AG";HeidelbergCement AG Zementwerk Schelklingen;BW;89601;Schelklingen;Schelklingen;781.483;14;Herstellung von Zementklinker;NACE 23.51;;08425108;1
80;14230-0009;SCHWENK Zement KG;SCHWENK_WGS_Standort_Allmendingen;BW;89604;Allmendingen;Allmendingen;642.521;14;Herstellung von Zementklinker;NACE 23.51;;08425002;1
625;14310-0008;Fernwärme Ulm GmbH;Heizwerk Daimlerstraße;BW;89079;Ulm;Ulm;557;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08421000;3
630;14310-0013;Fernwärme Ulm GmbH;Heizkraftwerk Magirusstraße;BW;89077;Ulm;Ulm;48.627;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08421000;3
740;14310-0130;Universität Ulm;Heizwerk Uni Ulm;BW;89081;Ulm;Ulm;18.968;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08421000;3
1025;14310-0452;WMF Group GmbH;Heizkraftwerk mit Feuerungsanlage;BW;73312;Geislingen;Geislingen;10.491;2;Energieumwandlung ? 50 MW FWL;NACE 25.99;;08417022;2
112;14230-0041;Holcim (Süddeutschland) GmbH;Drehrohrofen;BW;72359;Dotternhausen;Dotternhausen;500.359;14;Herstellung von Zementklinker;NACE 23.51;;08417016;1
113;14230-0042;Holcim (Süddeutschland) GmbH;Anlagen zum Brennen von Ölschiefer - Blöcke 1 + 2 + 3 + 4;BW;72359;Dotternhausen;Dotternhausen;207.622;14;Herstellung von Zementklinker;NACE 23.51;;08417016;1
702;14310-0091;MVV Enamic GmbH;MVV Enamic GmbH Fernheizwerk II Tübingen;BW;72076;Tübingen;Tübingen;4.130;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08416041;2
729;14310-0118;Stadtwerke Tübingen GmbH;FHW Waldhäuser-Ost;BW;72072;Tübingen;Tübingen;3.344;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08416041;2
1096;14310-0532;Stadtwerke Tübingen GmbH;Fernheizwerk I;BW;72074;Tübingen;Tübingen;16.869;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08416041;2
1797;14320-0001;Stadtwerke Tübingen GmbH;BHKW Stadtwerke Tübingen, Obere Viehweide;BW;72072;Tübingen;Tübingen;21.478;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08416041;2
1101;14310-0537;HBG-Heizwerkbetriebsgesellschaft Reutlingen mbH;Fernheizwerk Orschel-Hagen;BW;72760;Reutlingen;Reutlingen;5.795;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08415061;2
1715;14310-1251;FairEnergie GmbH;BW_04923847_Spitzenkesselanlage und Verbrennungsmotorenanlage;BW;72762;Reutlingen;Reutlingen;25.252;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08415061;2
1731;14310-1275;Robert Bosch GmbH;Feuerungsanlage Rt204;BW;72762;Reutlingen;Reutlingen;2.243;3;Energieumwandlung 20–50 MW FWL;NACE 29.31;;08415061;2
260;14250-0076;Weck Glaswerk GmbH;Weck Glaswerk;NW;53123;Bonn;Bonn;33.393;16;Herstellung von Glas;NACE 23.13;;05314000;2
984;14310-0408;Universitätsklinikum Bonn AöR;Kraftwerk Universitätsklinikum Bonn;NW;53105;Bonn;Bonn;20.767;3;Energieumwandlung 20–50 MW FWL;NACE 86.10;;05314000;2
1304;14310-0755;Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH;Heizwerk Bonn-Duisdorf;NW;53125;Bonn;Bonn;140;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05314000;2
1544;14310-1021;Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH;Heizkraftwerk Karlstraße;NW;53115;Bonn;Bonn;161.383;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05314000;2
1556;14310-1034;Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH;Heizkraftwerk Süd;NW;53121;Bonn;Bonn;583;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05314000;2
941;14310-0356;DSM Nutritional Products GmbH;Kraftwerk Grenzach-Wyhlen;BW;79639;Grenzach-Wyhlen;Grenzach-Wyhlen;110.216;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;08336105;1
1686;14310-1217;Evonik Degussa GmbH Werk Rheinfelden;Heizkraftwerk Evonik Degussa GmbH Werk Rheinfelden;BW;79618;Rheinfelden;Rheinfelden;81.455;2;Energieumwandlung ? 50 MW FWL;NACE 20.13;;08336069;1
695;14310-0084;KBC Fashion GmbH & Co. KG;Kesselanlage 1 - 3;BW;79540;Lörrach;Lörrach;10.046;3;Energieumwandlung 20–50 MW FWL;NACE 13.30;;08336050;2
133;14240-0014;Rheinkalk GmbH;Kalkwerk Istein;BW;79588;Efringen-Kirchen;Efringen-Kirchen;179.910;15;Herstellung von Kalk;NACE 23.52;;08336014;1
202934;14226-0085;GF Casting Solutions Singen GmbH;Gießerei der GF Casting Solutions Singen GmbH;BW;78224;Singen;Singen;111.960;11;Verarbeitung von Eisenmetallen;NACE 24.51;;08335075;1
968;14310-0389;Nestlé Deutschland AG;Nestlé Deutschland AG - Werk Singen - Kesselhaus I & II;BW;78224;Singen;Singen;4.076;3;Energieumwandlung 20–50 MW FWL;NACE 10.84;;08335075;1
1141;14310-0581;Constellium Singen GmbH;Heizkraftwerk;BW;78224;Singen;Singen;37.212;3;Energieumwandlung 20–50 MW FWL;NACE 24.42;;08335075;1
1778;14310-1337;Constellium Singen GmbH;Kesselhaus;BW;78224;Singen;Singen;1.976;3;Energieumwandlung 20–50 MW FWL;NACE 24.42;;08335075;1
956;14310-0375;Burda Druck GmbH;HKW Süd;BW;77652;Offenburg;Offenburg;19.565;3;Energieumwandlung 20–50 MW FWL;NACE 18.12;;08317096;1
1722;14310-1264;tesa Werk Offenburg GmbH;tesa - Dampfkesselanlage;BW;77652;Offenburg;Offenburg;16.357;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08317096;1
558;14280-0069;Papierfabrik August Koehler SE;Papierfabrik, Oberkirch;BW;77704;Oberkirch;Oberkirch;4.619;21;Herstellung von Papier;NACE 17.12;;08317089;1
1473;14310-0937;Papierfabrik August Koehler SE;Heizkraftwerk, Oberkirch;BW;77704;Oberkirch;Oberkirch;140.262;2;Energieumwandlung ? 50 MW FWL;NACE 17.12;;08317089;1
50;14220-0013;Badische Stahlwerke GmbH;Stahlwerk;BW;77694;Kehl;Kehl;112.515;10;Herstellung von Roheisen und Stahl;NACE 24.10;;08317057;2
201939;14226-0031;Badische Stahlwerke GmbH;Walzwerk;BW;77694;Kehl;Kehl;66.856;11;Verarbeitung von Eisenmetallen;NACE 24.10;;08317057;2
557;14280-0067;Koehler Kehl GmbH;Papierfabrik Kehl;BW;77694;Kehl;Kehl;27.448;21;Herstellung von Papier;NACE 17.12;;08317057;2
562;14280-0073;Papierwerke Lenk AG;Papierfabrik;BW;77876;Kappelrodeck;Kappelrodeck;19.003;21;Herstellung von Papier;NACE 17.12;;08317056;1
2795;14310-1436;JRS Holzenergie HEW GmbH & Co. KG;Ettenheim Heizwerk;BW;77955;Ettenheim;Ettenheim;469;3;Energieumwandlung 20–50 MW FWL;NACE 16.29;;08317026;1
528;14280-0037;Schoeller Technocell GmbH & Co KG;TCN - Anlage zur Papierherstellung;BW;79822;Titisee-Neustadt;Titisee-Neustadt;33.666;21;Herstellung von Papier;NACE 17.12;;08315113;1
1814;14330-0015;Trans Europa Naturgas Pipeline Gesellschaft mbH & Co. KG;Trans Europa Naturgas Pipeline Gesellschaft mbH & Co. KG Werk Hügelheim;BW;79379;Müllheim;Müllheim;25.235;6;Antriebsmaschinen (Turbinen);NACE 35.22;;08315074;1
4154;14240-0093;Hans G. Hauri KG Mineralstoffwerke;GGR-Ofen Merdingen;BW;79291;Merdingen;Merdingen;43.294;15;Herstellung von Kalk;NACE 23.52;;08315072;1
1050;14310-0479;Rhodia Acetow GmbH;GuD Anlage WVK;BW;79108;Freiburg;Freiburg;188.664;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03359018;2
1146;14310-0586;Universitätsklinikum Freiburg;Heizkraftwerk;BW;79106;Freiburg;Freiburg;70.374;2;Energieumwandlung ? 50 MW FWL;NACE 86.90;;03359018;2
1262;14310-0706;Freiburger Wärmeversorgungs GmbH;HKW Weingarten;BW;79114;Freiburg;Freiburg;22.198;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;03359018;2
203297;14616-0053;Rhodia Acetow GmbH;Herstellung von Essigsäureanhydrid;BW;79108;Freiburg;Freiburg im Breisgau;12.788;27;Herstellung organischer Grundchemikalien;NACE 20.14;;08311000;1
210026;14616-0117;Performance Polyamides GmbH;Polyamid-Anlage;BW;79108;Freiburg;Freiburg im Breisgau;4.453;27;Herstellung organischer Grundchemikalien;NACE 20.14;;08311000;1
569;14280-0080;Baiersbronn Frischfaserkarton GmbH;Kartonmaschine mit Nebenanlage;BW;72270;Baiersbronn;Baiersbronn;30.158;21;Herstellung von Papier;NACE 17.12;;08237004;1
202791;14260-0258;Steuler-Fliesen GmbH;Steuler Mühlacker;BW;75417;Mühlacker;Mühlacker;13.345;17;Herstellung von Keramik;NACE 23.31;;08236040;1
1077;14310-0511;Heizkraftwerk Pforzheim GmbH;Heizkraftwerk Pforzheim;BW;75175;Pforzheim;Pforzheim;106.213;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;08231000;1
202975;14310-1796;Heizkraftwerk Pforzheim GmbH;Heizkraftwerk Pforzheim: Biomasse-HKW;BW;75175;Pforzheim;Pforzheim;1.219;4;Energieumwandlung 20–50 MW FWL, andere Brennstoffe;NACE 35.11;;08231000;1
206791;14310-1880;Naturin Viscofan GmbH;Energiezentrale Naturin;BW;69469;Weinheim;Weinheim;37.915;3;Energieumwandlung 20–50 MW FWL;NACE 35.11;;08226096;1
95;14230-0024;HeidelbergCement AG;HeidelbergCement AG Werk Leimen;BW;69181;Leimen;Leimen;530.483;14;Herstellung von Zementklinker;NACE 23.51;;08226041;2
2797;14255-0001;Saint-Gobain Isover G+H AG;Saint-Gobain Isover G+H AG, Werk Ladenburg;BW;68526;Ladenburg;Ladenburg;47.007;18;Herstellung von Mineralfasern;NACE 23.14;;08226038;1
644;14310-0027;Jungbunzlauer Ladenburg GmbH;HKW, Jungbunzlauer;BW;68526;Ladenburg;Ladenburg;17.320;2;Energieumwandlung ? 50 MW FWL;NACE 20.14;;08226038;1
905;14310-0316;Gelita AG, Werk Eberbach;Gelita AG, Werk Eberbach;BW;69412;Eberbach;Eberbach;32.619;3;Energieumwandlung 20–50 MW FWL;NACE 20.59;;08226013;1
204253;14226-0022;Eisenwerk Brühl GmbH;Eisenwerk Brühl (Gießerei);NW;50321;Brühl;Brühl;107.412;11;Verarbeitung von Eisenmetallen;NACE 24.51;;08226009;2
3895;14240-0088;Südzucker AG;Zuckerfabrik Offstein;RP;67283;Obrigheim;Obrigheim (Pfalz);142.764;15;Herstellung von Kalk;NACE 10.81;;07332041;1
202584;14226-0039;Daimler AG Mercedes-Benz Werk Mannheim;Gießerei Mannheim;BW;68299;Mannheim;Mannheim;35.167;11;Verarbeitung von Eisenmetallen;NACE 24.51;;08222000;1
199;14250-0013;SAINT-GOBAIN GLASS Deutschland GmbH;Glasschmelzanlage zur Herstellung von Flachglas nach dem Gussglasverfahren;BW;68305;Mannheim;Mannheim;43.528;16;Herstellung von Glas;NACE 23.11;;08222000;1
492;14270-0005;Essity Operations Mannheim GmbH;Essity Mannheim, WM 2-5;BW;68305;Mannheim;Mannheim;49.433;21;Herstellung von Papier;NACE 17.12;;08222000;1
493;14270-0006;Essity Operations Mannheim GmbH;Essity Mannheim, HKW;BW;68305;Mannheim;Mannheim;105.846;2;Energieumwandlung ? 50 MW FWL;NACE 17.12;;08222000;1
204581;14270-0007;Essity Operations Mannheim GmbH;Essity Mannheim, Zellstofffabrik;BW;68305;Mannheim;Mannheim;0;20;Herstellung von Zellstoff;NACE 17.11;;08222000;1
1008;14310-0434;ERN: Energiedienstleistungen Rhein-Neckar GmbH;EVS-Kraftwerk bei Roche Diagnostics Mannheim;BW;68305;Mannheim;Mannheim;34.820;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08222000;1
1380;14310-0835;Grosskraftwerk Mannheim Aktiengesellschaft;Grosskraftwerk Mannheim;BW;68199;Mannheim;Mannheim;6.741.030;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;08222000;1
1595;14310-1082;MVV Netze GmbH;Heizwerk Einspeisung Nord;BW;68305;Mannheim;Mannheim;114;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08222000;1
1596;14310-1083;MVV Netze GmbH;Heizwerk Vogelstang;BW;68309;Mannheim;Mannheim;48;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08222000;1
1609;14310-1096;MVV Umwelt Asset GmbH;Müllheizkraftwerk (MHKW) Mannheim, emissionshandelspflichtiger Teil;BW;68169;Mannheim;Mannheim;0;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08222000;1
1774;14310-1332;Essity Operations Mannheim GmbH;Essity Mannheim, WM 6;BW;68305;Mannheim;Mannheim;42.457;21;Herstellung von Papier;NACE 17.12;;08222000;1
205199;14310-1798;Caterpillar Energy Solutions GmbH;Produktionsprüfstände Geb. 26/124;BW;68167;Mannheim;Mannheim;4.690;1;Verbrennung;NACE 28.11;;08222000;1
202004;14616-0113;BASF SE;Aromaten-Anlage;BW;68169;Mannheim;Mannheim;35.064;27;Herstellung organischer Grundchemikalien;NACE 20.14;;08222000;1
1297;14310-0748;innogy SE;Kraft-Wärme-Kälte-Kopplungsanlage Heidelberg;BW;69120;Heidelberg;Heidelberg;74.017;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08221000;1
1404;14310-0861;Stadtwerke Heidelberg Umwelt GmbH;HW 2;BW;69126;Heidelberg;Heidelberg;48;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08221000;1
1406;14310-0863;Stadtwerke Heidelberg Umwelt GmbH;HW 1;BW;69115;Heidelberg;Heidelberg;1.405;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08221000;1
1407;14310-0864;Stadtwerke Heidelberg Umwelt GmbH;HW 4;BW;69123;Heidelberg;Heidelberg;898;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08221000;1
1370;14310-0825;Sales & Solutions GmbH;DEA_Rheinmünster;BW;77836;Rheinmünster;Rheinmünster;36.047;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08216063;1
1813;14330-0014;Trans Europa Naturgas Pipeline Gesellschaft mbH & Co. KG;Trans Europa Naturgas Pipeline Gesellschaft mbH & Co. KG Werk Schwarzach;BW;77836;Rheinmünster;Rheinmünster;25.295;6;Antriebsmaschinen (Turbinen);NACE 35.22;;08216063;1
533;14280-0043;Katz GmbH & Co. KG;Pappenwerk;BW;76599;Weisenbach;Weisenbach;4.759;21;Herstellung von Papier;NACE 17.12;;08216059;1
1121;14310-0558;Daimler AG Mercedes-Benz Werk Gaggenau - Werkteil Rastatt;Daimler AG Mercedes-Benz Werk Gaggenau - Werkteil Rastatt Heizwerk Rastatt Bau 231;BW;76437;Rastatt;Rastatt;10.881;3;Energieumwandlung 20–50 MW FWL;NACE 29.32;;08216043;2
1122;14310-0559;Daimler AG Mercedes-Benz Werk Sindelfingen;Daimler AG Mercedes-Benz Werk Rastatt Heizwerk Bau 42;BW;76432;Rastatt;Rastatt;30.279;2;Energieumwandlung ? 50 MW FWL;NACE 29.10;;08216043;2
547;14280-0057;Glatfelter Gernsbach GmbH;BW_04188888_Papiermaschinen;BW;76593;Gernsbach;Gernsbach;69.176;21;Herstellung von Papier;NACE 17.12;;08216017;1
559;14280-0070;Mayr-Melnhof Gernsbach GmbH;Kartonmaschine zur Faltschachtelkartonproduktion mit Nebenanlagen;BW;76593;Gernsbach;Gernsbach;68.387;21;Herstellung von Papier;NACE 17.12;;08216017;1
580;14280-0093;Baden Board GmbH;Kartonmaschine mit Kraftwerk;BW;76593;Gernsbach;Gernsbach;62.385;21;Herstellung von Papier;NACE 17.12;;08216017;1
1120;14310-0557;Daimler AG Mercedes-Benz Werk Gaggenau;Daimler AG Mercedes-Benz Werk Gaggenau Heizwerk Gaggenau Bau 52;BW;76571;Gaggenau;Gaggenau;25.036;3;Energieumwandlung 20–50 MW FWL;NACE 29.32;;08216015;1
4115;14310-1447;Kronospan GmbH, Werk Bischweier;Anlage zur Herstellung von Spanplatten mit zugehörigen Nebeneinrichtungen;BW;76476;Bischweier;Bischweier;0;2;Energieumwandlung ? 50 MW FWL;NACE 16.21;;08216006;1
1698;14310-1230;Projekt Seewiesen GmbH;Kraftwerk Seewiesen GmbH Werk Bietigheim;BW;74321;Bietigheim;Bietigheim;3.657;3;Energieumwandlung 20–50 MW FWL;NACE 22.23;;08216005;2
1845;14330-0047;terranets bw GmbH;Verdichterstation Blankenloch;BW;76297;Stutensee;Stutensee;1.701;6;Antriebsmaschinen (Turbinen);NACE 35.22;;08215109;1
1024;14310-0451;KIT Karlsruher Institut für Technologie Campus Nord;Heizkraftwerk;BW;76344;Eggenstein-Leopoldshafen;Eggenstein-Leopoldshafen;13.265;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08215102;1
85;14230-0014;OPTERRA Wössingen GmbH;Drehrohrofenanlage zur Herstellung von Zementklinker;BW;75045;Walzbachtal;Walzbachtal;489.071;14;Herstellung von Zementklinker;NACE 23.51;;08215089;1
857;14310-0262;EnBW Kernkraft GmbH;Kernkraftwerk Philippsburg Hilfskesselanlage;BW;76661;Philippsburg;Philippsburg;4.019;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08215066;1
11;14210-0011;Mineralölraffinerie Oberrhein GmbH & Co. KG;Werk 1 und Werk 2;BW;76187;Karlsruhe;Karlsruhe;2.691.854;7;Raffinerien;NACE 19.20;;08212000;2
512;14280-0020;Stora Enso Maxau GmbH;Papiermaschinenanlage und Nebenanlagen;BW;76187;Karlsruhe;Karlsruhe, (Landkreis);100.542;21;Herstellung von Papier;NACE 17.12;8215000;#NV;0
997;14310-0422;Stadtwerke Karlsruhe GmbH;HW Ahaweg;BW;76131;Karlsruhe;Karlsruhe;4.326;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08212000;2
1879;14310-0847;Stadtwerke Karlsruhe GmbH;HW Waldstadt;BW;76139;Karlsruhe;Karlsruhe;985;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08212000;2
1457;14310-0919;EnBW Energie Baden-Württemberg AG;Rheinhafen-Dampfkraftwerk Karlsruhe;BW;76189;Karlsruhe;Karlsruhe;3.702.300;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;08212000;2
1672;14310-1191;Stadtwerke Karlsruhe GmbH;HKW West;BW;76189;Karlsruhe;Karlsruhe;17.499;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08212000;2
501;14280-0008;Papierfabrik Palm GmbH & Co.KG;Werk Aalen;BW;73432;Aalen;Aalen;135.876;21;Herstellung von Papier;NACE 17.12;;08136088;1
529;14280-0038;Ahlstrom-Munksjö Paper GmbH;Industriekraftwerk der Papierfabrik;BW;73432;Aalen;Aalen;52.325;21;Herstellung von Papier;NACE 17.12;;08136088;1
435;14260-0176;Ziegelwerk Otto Bergmann GmbH;Ziegelwerk Bergheim/Steinheim Otto Bergmann GmbH;NW;32839;Steinheim;Steinheim;14.548;17;Herstellung von Keramik;NACE 23.32;;05762032;3
1201;14310-0645;KRONOSPAN GmbH;Heißgaserzeuger KRONOSPAN Sandebeck;NW;32839;Steinheim;Steinheim;12.470;2;Energieumwandlung ? 50 MW FWL;NACE 16.21;;05762032;3
187;14250-0001;Schuller GmbH;Schuller GmbH Werk Wertheim;BW;97877;Wertheim;Wertheim;1.473;16;Herstellung von Glas;NACE 23.14;;08128131;1
530;14280-0040;Karl Kurz GmbH & Co. KG;Pappenmaschine;BW;74538;Rosengarten;Rosengarten;4.516;21;Herstellung von Papier;NACE 17.12;;08127100;2
1081;14310-0516;Stadtwerke Schwäbisch Hall GmbH;HKW Hessental;BW;74523;Schwäbisch Hall;Schwäbisch Hall;5.925;3;Energieumwandlung 20–50 MW FWL;NACE 35.11;;08127076;2
1084;14310-0519;Stadtwerke Schwäbisch Hall GmbH;HKW Salinenstraße;BW;74523;Schwäbisch Hall;Schwäbisch Hall;17.024;3;Energieumwandlung 20–50 MW FWL;NACE 35.11;;08127076;2
;14310-1920;Stadtwerke Schwäbisch Hall GmbH;HKW Robert-Bosch-Straße;BW;74523;Schwäbisch Hall;Schwäbisch Hall;347;3;Energieumwandlung 20–50 MW FWL;NACE 35.11;;08127076;2
1870;14280-0145;PUCARO Elektro-Isolierstoffe GmbH;PUCARO Roigheim;BW;74255;Roigheim;Roigheim;3.162;21;Herstellung von Papier;NACE 17.12;;08125084;1
3697;14240-0083;Südzucker AG;Zuckerfabrik Offenau;BW;74254;Offenau;Offenau;76.837;15;Herstellung von Kalk;NACE 10.81;;08125079;1
787;14310-0183;AUDI AG;AUDI AG - Heizwerk Neckarsulm;BW;74172;Neckarsulm;Neckarsulm;1.298;2;Energieumwandlung ? 50 MW FWL;NACE 29.10;;08125065;1
540;14280-0050;Texon Mockmühl GmbH;Trocknung Texonmaterial durch Dampf;BW;74219;Möckmühl;Möckmühl;6.642;21;Herstellung von Papier;NACE 17.12;;08125063;1
1363;14310-0818;Südwestdeutsche Salzwerke AG;Industriekraftwerk Südsalz Saline Bad Friedrichshall;BW;74177;Bad Friedrichshall;Bad Friedrichshall;24.296;3;Energieumwandlung 20–50 MW FWL;NACE 08.93;;08125005;1
