ID;Nummer;Betreiber;Anlagenname;Bundesland;PLZ;Ort Orignal;Ort;VET 2018 [t CO2 Äq];Haupttätigkeit nach TEHG;Bezeichnung Haupttätigkeit nach TEHG;NACE WZ2008;AGS_manual;AGS;Prüfsumme
1452;14310-0914;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Heilbronn;BW;74076;Heilbronn;Heilbronn;2.712.379;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;08121000;2
1632;14310-1129;Fernwärme Winnenden GmbH & Co. KG;Heizwerk Winnenden;BW;71364;Winnenden;Winnenden;7.831;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08119085;1
206200;14310-1848;Dr. Ing. h.c. F. Porsche Aktiengesellschaft;Energiezentrale Werk 8 - Weissach;BW;71287;Weissach;Weissach;10.394;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08115052;2
1311;14310-0762;Stadtwerke Bietigheim-Bissingen GmbH;HKW Buch;BW;74321;Bietigheim-Bissingen;Bietigheim-Bissingen;8.501;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08118079;1
1464;14310-0926;EnBW Energie Baden-Württemberg AG;Kraftwerk Walheim;BW;74399;Walheim;Walheim;46.228;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;08118074;1
425;14260-0165;Ziegelwerk Schmid GmbH & Co.;Ziegelwerk Schmid;BW;74357;Bönnigheim;Bönnigheim;7.920;17;Herstellung von Keramik;NACE 23.32;;08118010;1
1337;14310-0791;EEW Energy from Waste Göppingen GmbH;Müllheizkraftwerk Göppingen;BW;73037;Göppingen;Göppingen;1.134;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08117026;2
495;14280-0002;Papierfabrik Scheufelen GmbH + Co. KG;Scheufelen HKW;BW;73252;Lenningen;Lenningen;11.986;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08116079;1
614;14280-0134;Papierfabrik Scheufelen GmbH + Co. KG;Scheufelen PM und ETO;BW;73252;Lenningen;Lenningen;2.471;21;Herstellung von Papier;NACE 17.12;;08116079;1
204255;14632-0009;Real Alloy Germany GmbH;Werk Deizisau;BW;73779;Deizisau;Deizisau;18.611;13;Verarbeitung von Nichteisenmetallen;NACE 24.42;;08116014;1
1450;14310-0912;EnBW Energie Baden-Württemberg AG;Kraftwerk Altbach;BW;73776;Altbach;Altbach;1.260.650;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;08116004;1
692;14310-0081;Daimler AG (Sindelfingen);Heizkraftwerk;BW;71059;Sindelfingen;Sindelfingen;256.466;2;Energieumwandlung ? 50 MW FWL;NACE 29.10;;08115045;1
1499;14310-0968;Stadtwerke Böblingen GmbH & Co. KG;StW Böblingen;BW;71034;Böblingen;Böblingen;2.250;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08115003;2
627;14310-0010;Universität Stuttgart;HKW Pfaffenwald;BW;70569;Stuttgart;Stuttgart;41.708;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08111000;1
836;14310-0239;Sales & Solutions GmbH;Heizwerk Feuerbach;BW;70469;Stuttgart;Stuttgart;14.609;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08111000;1
1458;14310-0920;EnBW Energie Baden-Württemberg AG;Kraftwerk Stuttgart-Gaisburg;BW;70327;Stuttgart;Stuttgart;110.469;2;Energieumwandlung ? 50 MW FWL;NACE 35.11, NACE 35.30;;08111000;1
1463;14310-0925;EnBW Energie Baden-Württemberg AG;Kraftwerk Stuttgart-Münster;BW;70376;Stuttgart;Stuttgart;278.183;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08111000;1
1680;14310-1209;Dr. Ing. h.c. F. Porsche Aktiengesellschaft;Energiezentrale Werk II (Bau 46);BW;70435;Stuttgart;Stuttgart;16.597;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08111000;1
4142;14310-1749;EnBW Energie Baden-Württemberg AG;Heizwerk Stuttgart-Marienstraße;BW;70178;Stuttgart;Stuttgart;210;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08111000;1
209067;14310-1900;Dr. Ing. h.c. F. Porsche Aktiengesellschaft;Energiezentrale Werk 4 (Bau 26);BW;70435;Stuttgart;Stuttgart;6.441;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;08111000;1
210625;14310-1946;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Stuttgart-Gaisburg 3;BW;70327;Stuttgart;Stuttgart;13.292;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;08111000;1
1824;14330-0025;Open Grid Europe GmbH;Open Grid Europe GmbH Werk Bunde;NI;26031;Bunde;Bunde;195;6;Antriebsmaschinen (Turbinen);NACE 35.22;;03457024;3
1054;14310-0483;Boehringer Ingelheim Pharma GmbH & Co. KG;Kraftwerk;RP;55218;Ingelheim;Ingelheim;28.139;2;Energieumwandlung ? 50 MW FWL;NACE 21.20;;07339030;1
229;14250-0045;SCHOTT AG;Anlage zur Herstellung von Technischem Glas;RP;55122;Mainz;Mainz;37.600;16;Herstellung von Glas;NACE 23.19;;07315000;2
1858;14250-0094;Duran Produktions GmbH & Co. KG;Anlage zur Herstellung von Borosilikatglas;RP;55122;Mainz;Mainz;1.933;16;Herstellung von Glas;NACE 23.19;;07315000;2
570;14280-0082;WEPA Hygieneprodukte GmbH;WEPA  Papierfabrik Mainz;RP;55120;Mainz;Mainz;6.648;21;Herstellung von Papier;NACE 17.12;;07315000;2
771;14310-0166;Mainzer Wärme PLUS GmbH;Heizwerk Lerchenberg;RP;55127;Mainz;Mainz;10.833;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;07315000;2
975;14310-0397;ADM Mainz GmbH;0010 Feuerungsanlage (Kesselhaus);RP;55130;Mainz;Mainz;53.679;3;Energieumwandlung 20–50 MW FWL;NACE 10.41;;07315000;2
1064;14310-0493;Kraftwerke Mainz-Wiesbaden AG;Kraftwerk Mainz;RP;55120;Mainz;Mainz;427.894;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;07315000;2
1422;14310-0881;Mainzer Fernwärme GmbH;Heizkraftwerk Schirrhof;RP;55116;Mainz;Mainz;0;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;07315000;2
1668;14310-1185;INEOS Paraform GmbH & Co. KG;Feuerungsanlage mit 2 Kessel;RP;55120;Mainz;Mainz;19.732;3;Energieumwandlung 20–50 MW FWL;NACE 20.14;;07315000;2
1779;14310-1338;Mainzer Fernwärme GmbH;Anlage - Heizwerk 3/ Universität;RP;55122;Mainz;Mainz;5.095;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;07315000;2
1893;14310-1440;Mainzer Fernwärme GmbH;Heizwerk Bauerngasse;RP;55116;Mainz;Mainz;4.041;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;07315000;2
203215;14616-0075;INEOS Paraform GmbH & Co. KG;Formaldehyd-Betrieb;RP;55120;Mainz;Mainz;0;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07315000;2
948;14310-0364;Energieversorgung Offenbach AG;Heizkraftwerk Offenbach;HE;63067;Offenbach;Offenbach;197.685;2;Energieumwandlung ? 50 MW FWL;keine Information;;06413000;4
210680;14310-1914;FFR Fernwärmeversorgung Flugplatz Ramstein GmbH;Gasmotoren-Blockheizkraftwerk Ramstein;RP;66877;Ramstein-Miesenbach;Ramstein-Miesenbach;171;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;07335038;1
1821;14330-0022;MEGAL GmbH & Co. KG Mittel-Europäische-Gasleitungsgesellschaft;Mittel-Europäische-Gasleitungsgesellschaft mbH & Co. KG Werk  Mittelbrunn;RP;66851;Mittelbrunn;Mittelbrunn;1.147;6;Antriebsmaschinen (Turbinen);NACE 35.22;;07335027;1
1822;14330-0023;Trans Europa Naturgas Pipeline Gesellschaft mbH & Co. KG;Trans Europa Naturgas Pipeline Gesellschaft mbH & Co. KG Werk Mittelbrunn;RP;66851;Mittelbrunn;Mittelbrunn;29.394;6;Antriebsmaschinen (Turbinen);NACE 35.22;;07335027;1
761;14310-0155;innogy SE;FHW 111;RP;66849;Landstuhl;Landstuhl;6.858;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;07335022;1
732;14310-0121;Technische Universität Kaiserslautern;Heizzentrale;RP;67663;Kaiserslautern;Kaiserslautern;7.383;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;07312000;2
1059;14310-0488;SWK Stadtwerke Kaiserslautern, Versorgungs-AG;Heizwerk 2075;RP;67655;Kaiserslautern;Kaiserslautern;593;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;07312000;2
1769;14310-1326;SWK Stadtwerke Kaiserslautern, Versorgungs-AG;Heizkraftwerk Karcherstraße Teilanlage 0010;RP;67655;Kaiserslautern;Kaiserslautern;55.413;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;07312000;2
1770;14310-1327;SWK Stadtwerke Kaiserslautern, Versorgungs-AG;Heizkraftwerk Karcherstraße Teilanlage 0020 mit Kapazitätserweiterung 0030 Kohlekessel K11;RP;67655;Kaiserslautern;Kaiserslautern;68.443;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;07312000;2
2296;14310-1438;SWK Stadtwerke Kaiserslautern, Versorgungs-AG;Heizwerk West;RP;67663;Kaiserslautern;Kaiserslautern;2.778;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;07312000;2
16;14210-0016;BP Europa SE BP Lingen;"BP Europa SE; BP Lingen";NI;49808;Lingen;Lingen;1.178.855;7;Raffinerien;NACE 23.20;;03454032;2
58;14220-0022;BENTELER Steel/Tube GmbH;Elektrostahlwerk;NI;49811;Lingen;Lingen (Ems);41.784;10;Herstellung von Roheisen und Stahl;NACE 24.10;;03454032;1
1479;14310-0943;RWE Generation SE;Kraftwerk Emsland (Lingen);NI;49808;Lingen;Lingen;1.184.094;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03454032;2
205913;14616-0194;Baerlocher GmbH;Werk 3;NI;49811;Lingen;Lingen (Ems);0;27;Herstellung organischer Grundchemikalien;NACE 20.14;;03454032;1
255;14250-0071;Ardagh Glass GmbH;Standort Germersheim;RP;76726;Germersheim;Germersheim;108.840;16;Herstellung von Glas;NACE 23.13;7334007;07334000;2
203015;14310-1655;Nolte Holzwerkstoff GmbH & Co. KG;Nolte Holzwerkstoffe;RP;76726;Germersheim;Germersheim;10.761;2;Energieumwandlung ? 50 MW FWL;NACE 16.21;;07334000;2
103;14230-0032;Dyckerhoff GmbH;Göllheim Drehofenanlage I und II;RP;67303;Göllheim;Göllheim;674.629;14;Herstellung von Zementklinker;NACE 23.51;;07333026;1
1503;14310-0972;Julius Glatz GmbH;Heizkraftwerk Betriebsstätte Neidenfels;RP;67468;Neidenfels;Neidenfels;31.814;21;Herstellung von Papier;NACE 17.12;;07332037;1
555;14280-0065;Cordier Spezialpapier GmbH;Papierfabrik mit Heizwerk Papierfabrik Cordier;RP;67098;Bad Dürkheim;Bad Dürkheim;60;21;Herstellung von Papier;NACE 17.12;7332000;07332000;2
1147;14310-0587;Cordier Spezialpapier GmbH;Papierfabrik Schleipen;RP;67098;Bad Dürkheim;Bad Dürkheim;670;21;Herstellung von Papier;NACE 17.12;7332000;07332000;2
436;14260-0177;JUWÖ Poroton-Werke Ernst Jungk & Sohn GmbH;Ziegelwerk Jungk, Wöllstein;RP;55597;Wöllstein;Wöllstein;27.631;17;Herstellung von Keramik;NACE 23.32;;07331072;1
2;14210-0002;Haltermann Carless Deutschland GmbH;Haltermann Carless Deutschland GmbH - Werk Speyer;RP;67346;Speyer;Speyer;464;7;Raffinerien;NACE 19.20;;07318000;1
241;14250-0057;Saint-Gobain Isover G+H AG;Saint-Gobain Isover G+H AG, Werk Speyer;RP;67346;Speyer;Speyer;56.719;16;Herstellung von Glas;NACE 23.14;;07318000;1
841;14310-0245;Stadtwerke Pirmasens Versorgungs GmbH;Heizkraftwerk;RP;66955;Pirmasens;Pirmasens;8.459;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;07317000;1
2298;14215-0005;BASF SE;Steamcracker I;RP;67056;Ludwigshafen;Ludwigshafen;230.936;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
2299;14215-0006;BASF SE;Steamcracker II;RP;67056;Ludwigshafen;Ludwigshafen;563.633;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
258;14250-0074;Wöllner GmbH;Wasserglasschmelze;RP;67065;Ludwigshafen am Rhein;Ludwigshafen am Rhein;29.340;16;Herstellung von Glas;NACE 23.19;;07314000;1
1994;14260-0244;Almatis GmbH;Sinteranlage;RP;67065;Ludwigshafen;Ludwigshafen;5.993;17;Herstellung von Keramik;NACE 23.20;;07314000;1
201916;14260-0245;Almatis GmbH;Kalzination;RP;67065;Ludwigshafen;Ludwigshafen;19.585;17;Herstellung von Keramik;NACE 23.44;;07314000;1
662;14310-0046;BASF SE;Gasturbinen-Anlage;RP;67056;Ludwigshafen;Ludwigshafen;23;2;Energieumwandlung ? 50 MW FWL;NACE 20.14;;07314000;1
1011;14310-0437;AbbVie Deutschland GmbH&Co. KG;Kesselhaus Bau 25;RP;67061;Ludwigshafen;Ludwigshafen;25.171;3;Energieumwandlung 20–50 MW FWL;NACE 21.20;;07314000;1
1102;14310-0538;Technische Werke Ludwigshafen AG;Fernheizwerk Pfingstweide;RP;67069;Ludwigshafen am Rhein;Ludwigshafen am Rhein;5.268;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;07314000;1
1116;14310-0553;BASF SE;Kraftwerk Nord;RP;67056;Ludwigshafen;Ludwigshafen;427.939;2;Energieumwandlung ? 50 MW FWL;NACE 20.14;;07314000;1
1117;14310-0554;BASF SE;Dampfkessel U 160;RP;67056;Ludwigshafen;Ludwigshafen;186.727;2;Energieumwandlung ? 50 MW FWL;NACE 20.14;;07314000;1
1383;14310-0838;Technische Werke Ludwigshafen AG;FHKW Gesamtanlage;RP;67063;Ludwigshafen am Rhein;Ludwigshafen am Rhein;7.906;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;07314000;1
1484;14310-0948;BASF SE;GuD-Anlage C200;RP;67056;Ludwigshafen;Ludwigshafen;1.202.453;2;Energieumwandlung ? 50 MW FWL;NACE 20.14;;07314000;1
1594;14310-1081;MVV Enamic Ludwigshafen GmbH;MVV Enamic Ludwigshafen GmbH - IK Ludwigshafen;RP;67065;Ludwigshafen;Ludwigshafen;9.732;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;07314000;1
1692;14310-1224;BASF SE;Schnellstartkessel;RP;67056;Ludwigshafen;Ludwigshafen;35.779;2;Energieumwandlung ? 50 MW FWL;NACE 20.14;;07314000;1
1855;14310-1383;BASF SE;GuD-Anlage A800;RP;67056;Ludwigshafen;Ludwigshafen;1.696.921;2;Energieumwandlung ? 50 MW FWL;NACE 20.14;;07314000;1
4106;14310-1455;MVV Enamic Ludwigshafen GmbH;MVV Enamic Ludwigshafen GmbH BHKW Ludwigshafen Süd;RP;67065;Ludwigshafen;Ludwigshafen;30.561;3;Energieumwandlung 20–50 MW FWL;NACE 35.11;;07314000;1
201938;14310-1677;BASF SE;Schwefelsäure-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;363;1;Verbrennung;NACE 20.13;;07314000;1
201952;14310-1678;BASF SE;Spaltschwefelsäure-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;59.265;1;Verbrennung;NACE 20.13;;07314000;1
201954;14611-0012;BASF SE;Synthesegasanlage;RP;67056;Ludwigshafen;Ludwigshafen;162.326;28;Herstellung von Wasserstoff und Synthesegas;NACE 20.11;;07314000;1
201955;14611-0013;BASF SE;Wasserstoff-Anlage;RP;67056;Ludwigshafen;Ludwigshafen;210.055;28;Herstellung von Wasserstoff und Synthesegas;NACE 20.11;;07314000;1
201956;14612-0001;BASF SE;Glyoxal-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;10.833;25;Herstellung von Glyoxal und Glyoxylsäure;NACE 20.14;;07314000;1
201957;14613-0005;BASF SE;Salpetersäure-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;371.196;23;Herstellung von Salpetersäure;NACE 20.15;;07314000;1
201958;14613-0007;BASF SE;NO-Rein-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;0;23;Herstellung von Salpetersäure;NACE 20.15;;07314000;1
201959;14614-0003;BASF SE;Adipinsäure-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;0;24;Herstellung von Adipinsäure;NACE 20.15;;07314000;1
201960;14615-0003;BASF SE;Ammoniak-Fabrik 4;RP;67056;Ludwigshafen;Ludwigshafen;714.373;26;Herstellung von Ammoniak;NACE 20.15;;07314000;1
201962;14615-0006;BASF SE;Ammoniak-Fabrik III;RP;67056;Ludwigshafen;Ludwigshafen;688.398;26;Herstellung von Ammoniak;NACE 20.15;;07314000;1
201963;14616-0025;BASF SE;Styrol-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;24.396;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
201964;14616-0026;BASF SE;Ethylenoxid-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;112.045;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
202029;14616-0076;BASF SE;Ameisensäure-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;0;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
201966;14616-0077;BASF SE;Methacryl-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;457;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
201967;14616-0078;BASF SE;Formaldehyd-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;21.681;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
201968;14616-0079;BASF SE;Phthalsäureanhydrid-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;45.775;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
201969;14616-0080;BASF SE;Acrylsäure-Fabrik II;RP;67056;Ludwigshafen;Ludwigshafen;74.257;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
201970;14616-0081;BASF SE;Anolon-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;945;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
201971;14616-0082;BASF SE;Propionsäure-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;74;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
201972;14616-0083;BASF SE;Methanol-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;2.810;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
201995;14616-0085;BASF SE;Nonyl-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;339;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
201996;14616-0089;BASF SE;Butyl-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;770;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
201997;14616-0090;BASF SE;Propylenoxid-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;29.608;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
201998;14616-0091;BASF SE;Acrylmonomere Nord;RP;67056;Ludwigshafen;Ludwigshafen;104.820;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
202000;14616-0092;BASF SE;Isoocten-Anlage;RP;67056;Ludwigshafen;Ludwigshafen;574;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
202001;14616-0093;BASF SE;Lactam-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;502;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
202002;14616-0095;BASF SE;Acetylenanlage;RP;67056;Ludwigshafen;Ludwigshafen;88.105;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
202003;14616-0107;BASF SE;Melamin-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;72.658;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
202005;14616-0156;BASF SE;Neopentylglykol (NPG)-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;5.914;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
202006;14616-0157;BASF SE;Glykol-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;0;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
202030;14616-0189;BASF SE;Butindiol-Anlage;RP;67056;Ludwigshafen;Ludwigshafen;0;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
209950;14616-0199;BASF SE;Ultramid A-Fabrik III;RP;67056;Ludwigshafen;Ludwigshafen;6.361;27;Herstellung organischer Grundchemikalien;NACE 20.16;;07314000;1
209952;14616-0200;BASF SE;Ultramid B-Fabrik II;RP;67056;Ludwigshafen;Ludwigshafen;1.459;27;Herstellung organischer Grundchemikalien;NACE 20.16;;07314000;1
209951;14616-0201;BASF SE;Ultramid B-Fabrik I;RP;67056;Ludwigshafen;Ludwigshafen;2.774;27;Herstellung organischer Grundchemikalien;NACE 20.16;;07314000;1
209949;14616-0202;BASF SE;Ultramid A-Fabrik II;RP;67056;Ludwigshafen;Ludwigshafen;9.292;27;Herstellung organischer Grundchemikalien;NACE 20.16;;07314000;1
209947;14616-0204;BASF SE;Neopor-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;2.516;27;Herstellung organischer Grundchemikalien;NACE 20.16;;07314000;1
210006;14616-0206;BASF SE;PE-Wachs-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;1.709;27;Herstellung organischer Grundchemikalien;NACE 20.16;;07314000;1
209948;14616-0207;BASF SE;Styropor-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;3.182;27;Herstellung organischer Grundchemikalien;NACE 20.16;;07314000;1
209946;14616-0208;BASF SE;Polystyrol-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;8.466;27;Herstellung organischer Grundchemikalien;NACE 20.16;;07314000;1
210164;14616-0228;BASF SE;PAV-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;2.377;27;Herstellung organischer Grundchemikalien;NACE 20.14;;07314000;1
202007;14641-0006;BASF SE;Natriumcarboxylat/Soda-Anlage;RP;67056;Ludwigshafen;Ludwigshafen;67.912;29;Herstellung von Soda;NACE 20.13;;07314000;1
202008;14641-0007;BASF SE;Salmiak-Fabrik;RP;67056;Ludwigshafen;Ludwigshafen;769;29;Herstellung von Soda;NACE 20.13;;07314000;1
61;14220-0025;MSW Moselstahlwerk GmbH;Walzwerk;RP;54293;Trier;Trier;16.748;11;Verarbeitung von Eisenmetallen;NACE 24.10;;07211000;4
1431;14310-0890;JT International Germany GmbH;Kesselhaus JTI Trier;RP;54294;Trier;Trier;23.475;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;07211000;4
77;14230-0005;Portlandzementwerk  WOTAN H.Schneider KG;Drehrohrofenanlage;RP;54579;Üxheim;Üxheim;152.998;14;Herstellung von Zementklinker;NACE 23.51;;07233076;1
142;14240-0024;Nikolaus Müller Kalkwerk und Natursteinwerke GmbH & Co. KG;Mehrkammer-Schachtofen;RP;54579;Üxheim;Üxheim;54.319;15;Herstellung von Kalk;NACE 23.52;;07233076;1
146;14240-0028;Rheinkalk GmbH;Werk Pelm (Akdolit), Schachtofen zum Brennen von Dolomit;RP;54570;Pelm;Pelm;274;15;Herstellung von Kalk;NACE 23.52;;07233056;1
1697;14310-1229;Arla Foods Deutschland GmbH;Arla Foods Deutschland, Niederlassung Pronsfeld;RP;54597;Pronsfeld;Pronsfeld;26.910;3;Energieumwandlung 20–50 MW FWL;NACE 10.51;;07232295;1
1887;14310-1439;GT-HKW Niehl GmbH (vertreten durch die RheinEnergie AG);GT-HKW Niehl;NW;50735;Niehl;Niehl;308;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;07232094;1
;14280-0170;Melitta Europa GmbH & Co. KG;Papiermaschine PM 3;NW;32427;Minden;Minden;0;21;Herstellung von Papier;NACE 17.12;;07232082;3
1443;14310-0903;Energieservice Westfalen Weser GmbH;Heizkraftwerk Ringstrasse, Minden;NW;32427;Minden;Minden;21.730;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;07232082;3
1703;14310-1237;Siegfried PharmaChemikalien Minden GmbH;Dampferzeugungsanlage;NW;32423;Minden;Minden;11.319;3;Energieumwandlung 20–50 MW FWL;NACE 21.10;;07232082;3
1637;14310-1134;Bitburger Braugruppe GmbH Standort Bitburg;Wärme- und Stromerzeugung Braustätte Süd;RP;54634;Bitburg;Bitburg;18.213;3;Energieumwandlung 20–50 MW FWL;NACE 11.05;;07232018;1
4152;14310-1754;elka-Holzwerke GmbH;Anlage zur Herstellung von Holzwerkstoffen;RP;54497;Morbach;Morbach;1.075;3;Energieumwandlung 20–50 MW FWL;NACE 16.21;;07231502;1
202923;14226-0081;VDM Metals GmbH;Schmelzen, Gießen und Schmieden;NW;59425;Unna;Unna, Stadt;22.445;11;Verarbeitung von Eisenmetallen;NACE 24.10;5978036;#NV;0
218;14250-0033;Verallia Deutschland AG;Anlage zur Herstellung von Glas. Werk Wirges;RP;56422;Wirges;Wirges;72.154;16;Herstellung von Glas;NACE 23.13;;07143081;1
;14260-0295;Westerwälder Elektro Osmose Müller GmbH & Co. KG;Keramikbrennung;RP;56424;Staudt;Staudt;12.300;17;Herstellung von Keramik;NACE 23.32;;07143073;1
201936;14260-0027;Alois Korzilius INTERBAU Fabrikation für moderne Baukeramik GmbH & Co. KG;Korzilius INTERBAU;RP;56235;Ransbach-Baumbach;Ransbach-Baumbach;9.638;17;Herstellung von Keramik;NACE 23.31;;07143062;1
352;14260-0086;Westerwälder Blumentopf-Fabrik Spang GmbH & Co. KG;Westerwälder Blumentopf-Fabrik;RP;56235;Ransbach-Baumbach;Ransbach-Baumbach;9.327;17;Herstellung von Keramik;NACE 23.41;;07143062;1
201937;14260-0289;Bernhard Link GmbH & Co. KG;Fliesenwerk;RP;56235;Ransbach-Baumbach;Ransbach-Baumbach;13.158;17;Herstellung von Keramik;NACE 23.31;;07143062;1
467;14260-0215;Steuler-KCH Materials GmbH;Steuler-KCH Materials;RP;56203;Höhr-Grenzhausen;Höhr-Grenzhausen;11.122;17;Herstellung von Keramik;NACE 23.20;;07143032;1
359;14260-0095;Röben Tonbaustoffe GmbH;Röben Tonbaustoffe GmbH Werk Bannberscheid;RP;56424;Bannberscheid;Bannberscheid;11.539;17;Herstellung von Keramik;NACE 23.32;;07143003;1
1834;14330-0035;Mittelrheinische Erdgastransport Gesellschaft mbH (METG);Mittelrheinische Erdgastransport Gesellschaft mbH Werk Scheidt;RP;56379;Scheidt;Scheidt;245;6;Antriebsmaschinen (Turbinen);NACE 35.22;;07141124;1
1366;14310-0821;Lahnpaper GmbH;Papierproduktion und Veredelung mit Kesselhaus;RP;56112;Lahnstein;Lahnstein;9.302;21;Herstellung von Papier;NACE 17.12;;07141075;1
139;14240-0021;Schaefer Kalk GmbH & Co. KG;Kalkbrennanlage Hahnstätten;RP;65623;Hahnstätten;Hahnstätten;311.796;15;Herstellung von Kalk;NACE 23.52;;07141051;1
