ags,description
14523090,Ellefeld
14523100,"Elsterberg, Stadt"
14523120,"Falkenstein/Vogtl., Stadt"
14523130,Grünbach
14523150,Heinsdorfergrund
14523160,"Klingenthal, Stadt"
14523170,"Lengenfeld, Stadt"
14523190,Limbach
14523200,"Markneukirchen, Stadt"
14523230,Mühlental
14523245,Muldenhammer
14523260,"Netzschkau, Stadt"
14523270,Neuensalz
14523280,Neumark
14523290,Neustadt/Vogtl.
14523300,"Oelsnitz/Vogtl., Stadt"
14523310,"Pausa-Mühltroff, Stadt"
14523320,"Plauen, Stadt"
14523330,Pöhl
14523340,"Reichenbach im Vogtland, Stadt"
14523360,"Rodewisch, Stadt"
14523365,Rosenbach/Vogtl.
14523370,"Schöneck/Vogtl., Stadt"
14523380,Steinberg
14523410,Theuma
14523420,Tirpersdorf
14523430,"Treuen, Stadt"
14523440,Triebel/Vogtl.
14523450,Weischlitz
14523460,Werda
14524000,"Zwickau, (Landkreis)"
14524010,Bernsdorf
14524020,Callenberg
14524030,"Crimmitschau, Stadt"
14524040,Crinitzberg
14524050,Dennheritz
14524060,Fraureuth
14524070,Gersdorf
14524080,"Glauchau, Stadt"
14524090,"Hartenstein, Stadt"
14524100,Hartmannsdorf b. Kirchberg
14524110,Hirschfeld
14524120,"Hohenstein-Ernstthal, Stadt"
14524130,"Kirchberg, Stadt"
14524140,Langenbernsdorf
14524150,Langenweißbach
14524160,"Lichtenstein/Sa., Stadt"
14524170,Lichtentanne
14524180,"Limbach-Oberfrohna, Stadt"
14524190,"Meerane, Stadt"
14524200,Mülsen
14524210,Neukirchen/Pleiße
14524220,Niederfrohna
14524230,"Oberlungwitz, Stadt"
14524240,Oberwiera
14524250,Reinsdorf
14524260,Remse
14524270,Schönberg
14524280,St. Egidien
14524290,"Waldenburg, Stadt"
14524300,"Werdau, Stadt"
14524310,"Wildenfels, Stadt"
14524320,"Wilkau-Haßlau, Stadt"
14524330,"Zwickau, Stadt"
14612000,"Dresden, Stadt"
14625000,"Bautzen, (Landkreis)"
14625010,Arnsdorf
14625020,"Bautzen / Budyšin, Stadt"
14625030,"Bernsdorf, Stadt"
14625040,"Bischofswerda, Stadt"
14625060,Burkau
14625080,Crostwitz / Chrósćicy
14625090,Cunewalde
14625100,Demitz-Thumitz
14625110,Doberschau-Gaußig / Dobruša-Huska
14625120,Elsterheide / Halštrowska Hola
14625130,"Elstra, Stadt"
14625140,Frankenthal
14625150,Göda / Hodźij
14625160,Großdubrau / Wulka Dubrawa
14625170,Großharthau
14625180,Großnaundorf
14625190,Großpostwitz/O.L. / Budestecy
14625200,"Großröhrsdorf, Stadt"
14625220,Haselbachtal
14625230,Hochkirch / Bukecy
14625240,"Hoyerswerda / Wojerecy, Stadt"
14625250,"Kamenz / Kamjenc, Stadt"
14625270,"Königsbrück, Stadt"
14625280,Königswartha / Rakecy
14625290,Kubschütz / Kubšicy
14625300,Laußnitz
14625310,"Lauta, Stadt"
14625320,Lichtenberg
14625330,Lohsa / Łaz
14625340,Malschwitz / Malešecy
14625350,Nebelschütz / Njebjelčicy
14625360,Neschwitz / Njeswačidło
14625370,Neukirch
14625380,Neukirch/Lausitz
14625390,Obergurig / Hornja Hórka
14625410,Ohorn
14625420,Oßling
14625430,Ottendorf-Okrilla
14625440,Panschwitz-Kuckau / Pančicy-Kukow
14625450,"Pulsnitz, Stadt"
14625460,Puschwitz / Bóšicy
14625470,Räckelwitz / Worklecy
14625480,"Radeberg, Stadt"
14625490,Radibor / Radwor
14625500,Ralbitz-Rosenthal / Ralbicy-Róžant
14625510,Rammenau
14625525,"Schirgiswalde-Kirschau, Stadt"
14625530,Schmölln-Putzkau
14625550,Schwepnitz
14625560,Sohland a. d. Spree
14625570,Spreetal / Sprjewiny Doł
14625580,Steina
14625590,Steinigtwolmsdorf
14625600,Wachau
14625610,"Weißenberg / Wóspork, Stadt"
14625630,"Wilthen, Stadt"
14625640,"Wittichenau / Kulow, Stadt"
14626000,"Görlitz, (Landkreis)"
14626010,"Bad Muskau / Mužakow, Stadt"
14626020,Beiersdorf
14626030,"Bernstadt a. d. Eigen, Stadt"
14626050,Bertsdorf-Hörnitz
14626060,Boxberg/O.L. / Hamor
14626070,Dürrhennersdorf
14626085,"Ebersbach-Neugersdorf, Stadt"
14626100,Gablenz / Jabłońc
14626110,"Görlitz, Stadt"
14626120,Groß Düben / Dźěwin
14626140,Großschönau
14626150,Großschweidnitz
14626160,Hähnichen
14626170,Hainewalde
14626180,"Herrnhut, Stadt"
14626190,Hohendubrau / Wysoka Dubrawa
14626200,Horka
14626210,"Jonsdorf, Kurort"
14626230,Kodersdorf
14626240,Königshain
14626245,Kottmar
14626250,Krauschwitz i.d. O.L. / Krušwica
14626260,Kreba-Neudorf / Chrjebja-Nowa Wjes
14626270,Lawalde
14626280,Leutersdorf
14626290,"Löbau, Stadt"
14626300,Markersdorf
14626310,Mittelherwigsdorf
14626320,Mücka / Mikow
14626330,Neißeaue
14626350,"Neusalza-Spremberg, Stadt"
14626370,"Niesky, Stadt"
14626390,Oderwitz
14626400,Olbersdorf
14626410,Oppach
14626420,"Ostritz, Stadt"
14626430,Oybin
14626440,Quitzdorf am See
14626450,"Reichenbach/O.L., Stadt"
14626460,Rietschen / Rěčicy
14626470,Rosenbach
14626480,"Rothenburg/O.L., Stadt"
14626490,Schleife / Slepo
14626500,Schönau-Berzdorf a. d. Eigen
14626510,Schönbach
14626520,Schöpstal
14626530,"Seifhennersdorf, Stadt"
14626560,Trebendorf / Trjebin
14626570,Vierkirchen
14626580,Waldhufen
14626590,Weißkeißel / Wuskidź
14626600,"Weißwasser/O.L., Stadt / Běła Woda"
14626610,"Zittau, Stadt"
14627000,"Meißen, (Landkreis)"
14627010,"Coswig, Stadt"
14627020,Diera-Zehren
14627030,Ebersbach
14627040,Glaubitz
14627050,"Gröditz, Stadt"
14627060,"Großenhain, Stadt"
14627070,Hirschstein
14627080,Käbschütztal
14627100,Klipphausen
14627110,Lampertswalde
14627130,"Lommatzsch, Stadt"
14627140,"Meißen, Stadt"
14627150,Moritzburg
14627170,Niederau
14627180,"Nossen, Stadt"
14627190,Nünchritz
14627200,Priestewitz
14627210,"Radebeul, Stadt"
14627220,"Radeburg, Stadt"
14627230,"Riesa, Stadt"
14627240,Röderaue
14627250,Schönfeld
14627260,Stauchitz
14627270,"Strehla, Stadt"
14627290,Thiendorf
14627310,Weinböhla
14627340,Wülknitz
14627360,Zeithain
14628000,"Sächsische Schweiz-Osterzgebirge, (Landkreis)"
14628010,"Altenberg, Stadt"
14628020,"Bad Gottleuba-Berggießhübel, Stadt"
14628030,"Bad Schandau, Stadt"
14628040,Bahretal
14628050,Bannewitz
14628060,"Dippoldiswalde, Stadt"
14628070,Dohma
14628080,"Dohna, Stadt"
14628090,Dorfhain
14628100,Dürrröhrsdorf-Dittersbach
14628110,"Freital, Stadt"
14628130,"Glashütte, Stadt"
14628140,Gohrisch
14628150,Hartmannsdorf-Reichenau
14628160,"Heidenau, Stadt"
14628170,Hermsdorf/Erzgeb.
14628190,"Hohnstein, Stadt"
14628205,Klingenberg
14628210,"Königstein/Sächs. Schw., Stadt"
14628220,Kreischa
14628230,"Liebstadt, Stadt"
14628240,Lohmen
14628250,Müglitztal
14628260,"Neustadt in Sachsen, Stadt"
14628270,"Pirna, Stadt"
14628300,"Rabenau, Stadt"
14628310,"Rathen, Kurort"
14628320,Rathmannsdorf
14628330,Reinhardtsdorf-Schöna
14628340,Rosenthal-Bielatal
14628360,"Sebnitz, Stadt"
14628370,"Stadt Wehlen, Stadt"
14628380,"Stolpen, Stadt"
14628390,Struppen
14628400,"Tharandt, Stadt"
14628410,"Wilsdruff, Stadt"
14713000,"Leipzig, Stadt"
14729000,"Leipzig, (Landkreis)"
14729010,"Bad Lausick, Stadt"
14729020,Belgershain
14729030,Bennewitz
14729040,"Böhlen, Stadt"
14729050,"Borna, Stadt"
14729060,Borsdorf
14729070,"Brandis, Stadt"
14729080,"Colditz, Stadt"
14729100,Elstertrebnitz
14729140,"Frohburg, Stadt"
14729150,"Geithain, Stadt"
14729160,"Grimma, Stadt"
14729170,"Groitzsch, Stadt"
14729190,Großpösna
14729220,"Kitzscher, Stadt"
14729245,Lossatal
14729250,Machern
14729260,"Markkleeberg, Stadt"
14729270,"Markranstädt, Stadt"
14729300,"Naunhof, Stadt"
14729320,Neukieritzsch
14729330,Otterwisch
14729340,Parthenstein
14729350,"Pegau, Stadt"
14729360,"Regis-Breitingen, Stadt"
14729370,"Rötha, Stadt"
14729380,Thallwitz
14729400,"Trebsen/Mulde, Stadt"
14729410,"Wurzen, Stadt"
14729430,"Zwenkau, Stadt"
14730000,"Nordsachsen, (Landkreis)"
14730010,Arzberg
14730020,"Bad Düben, Stadt"
14730030,Beilrode
14730045,"Belgern-Schildau, Stadt"
14730050,Cavertitz
14730060,"Dahlen, Stadt"
14730070,"Delitzsch, Stadt"
14730080,Doberschütz
14730090,"Dommitzsch, Stadt"
14730100,Dreiheide
14730110,"Eilenburg, Stadt"
14730120,Elsnig
14730140,Jesewitz
14730150,Krostitz
14730160,Laußig
14730170,Liebschützberg
14730180,Löbnitz
14730190,Mockrehna
14730200,"Mügeln, Stadt"
14730210,Naundorf
14730230,"Oschatz, Stadt"
14730250,Rackwitz
14730270,"Schkeuditz, Stadt"
14730280,Schönwölkau
14730300,"Taucha, Stadt"
14730310,"Torgau, Stadt"
14730320,Trossin
14730330,Wermsdorf
14730340,Wiedemar
14730360,Zschepplin
15000000,Sachsen-Anhalt
15001000,"Dessau-Roßlau, Stadt"
15002000,"Halle (Saale), Stadt"
15003000,"Magdeburg, Landeshauptstadt"
15081000,"Altmarkkreis Salzwedel, (Landkreis)"
15081026,"Apenburg-Winterfeld, Flecken"
15081030,"Arendsee (Altmark), Stadt"
15081045,Beetzendorf
15081095,Dähre
15081105,"Diesdorf, Flecken"
15081135,"Gardelegen, Hansestadt"
15081225,Jübar
15081240,"Kalbe (Milde), Stadt"
15081280,"Klötze, Stadt"
15081290,Kuhfelde
15081440,Rohrberg
15081455,"Salzwedel, Hansestadt"
15081545,Wallstawe
15082000,"Anhalt-Bitterfeld, (Landkreis)"
15082005,"Aken (Elbe), Stadt"
15082015,"Bitterfeld-Wolfen, Stadt"
15082180,"Köthen (Anhalt), Stadt"
15082241,Muldestausee
15082256,Osternienburger Land
15082301,"Raguhn-Jeßnitz, Stadt"
15082340,"Sandersdorf-Brehna, Stadt"
15082377,"Südliches Anhalt, Stadt"
15082430,"Zerbst/Anhalt, Stadt"
15082440,"Zörbig, Stadt"
15083000,"Börde, (Landkreis)"
15083020,Altenhausen
15083025,Am Großen Bruch
15083030,Angern
15083035,Ausleben
15083040,Barleben
15083060,Beendorf
15083115,Bülstringen
15083120,Burgstall
15083125,Calvörde
15083130,Colbitz
15083190,Eilsleben
15083205,Erxleben
15083230,Flechtingen
15083245,"Gröningen, Stadt"
15083270,"Haldensleben, Stadt"
15083275,Harbke
15083298,Hohe Börde
15083320,Hötensleben
15083323,Ingersleben
15083355,"Kroppenstedt, Stadt"
15083361,Loitsche-Heinrichsberg
15083390,Niedere Börde
15083411,"Oebisfelde-Weferlingen, Stadt"
15083415,"Oschersleben (Bode), Stadt"
15083440,Rogätz
15083485,Sommersdorf
15083490,Sülzetal
15083505,Ummendorf
15083515,Völpke
15083531,"Wanzleben-Börde, Stadt"
15083535,Wefensleben
15083557,Westheide
15083565,"Wolmirstedt, Stadt"
15083580,Zielitz
15084000,"Burgenlandkreis, (Landkreis)"
15084012,An der Poststraße
15084013,Meineweh
15084015,"Bad Bibra, Stadt"
15084025,Balgstädt
15084115,Droyßig
15084125,"Eckartsberga, Stadt"
15084130,Elsteraue
15084132,Finne
15084133,Finneland
15084135,"Freyburg (Unstrut), Stadt"
15084150,Gleina
15084170,Goseck
15084207,Gutenborn
15084235,"Hohenmölsen, Stadt"
15084246,Kaiserpfalz
15084250,Karsdorf
15084275,Kretzschau
15084282,Lanitz-Hassel-Tal
15084285,"Laucha an der Unstrut, Stadt"
15084315,"Lützen, Stadt"
15084335,Mertendorf
15084341,Molauer Land
15084355,"Naumburg (Saale), Stadt"
15084360,"Nebra (Unstrut), Stadt"
15084375,"Osterfeld, Stadt"
15084442,Schnaudertal
15084445,Schönburg
15084470,"Stößen, Stadt"
15084490,"Teuchern, Stadt"
15084550,"Weißenfels, Stadt"
15084560,Wethau
15084565,Wetterzeube
15084590,"Zeitz, Stadt"
15085000,"Harz, (Landkreis)"
15085040,"Ballenstedt, Stadt"
15085055,"Blankenburg (Harz), Stadt"
15085090,Ditfurt
15085110,"Falkenstein/Harz, Stadt"
15085125,Groß Quenstedt
15085135,"Halberstadt, Stadt"
15085140,Harsleben
15085145,"Harzgerode, Stadt"
15085160,Hedersleben
15085185,Huy
15085190,"Ilsenburg (Harz), Stadt"
15085227,Nordharz
15085228,"Oberharz am Brocken, Stadt"
15085230,"Osterwieck, Stadt"
15085235,"Quedlinburg, Welterbestadt"
15085285,"Schwanebeck, Stadt"
15085287,Selke-Aue
15085330,"Thale, Stadt"
15085365,"Wegeleben, Stadt"
15085370,"Wernigerode, Stadt"
15086000,"Jerichower Land, (Landkreis)"
15086005,Biederitz
15086015,"Burg, Stadt"
15086035,Elbe-Parey
15086040,"Genthin, Stadt"
15086055,"Gommern, Stadt"
15086080,"Jerichow, Stadt"
15086140,"Möckern, Stadt"
15086145,Möser
15087000,"Mansfeld-Südharz, (Landkreis)"
15087010,Ahlsdorf
15087015,"Allstedt, Stadt"
15087031,"Arnstein, Stadt"
15087045,Benndorf
15087055,Berga
15087070,Blankenheim
15087075,Bornstedt
15087101,Brücken-Hackpfüffel
15087125,Edersleben
15087130,"Eisleben, Lutherstadt"
15087165,"Gerbstedt, Stadt"
15087205,Helbra
15087210,Hergisdorf
15087220,"Hettstedt, Stadt"
15087250,"Kelbra (Kyffhäuser), Stadt"
15087260,Klostermansfeld
15087275,"Mansfeld, Stadt"
15087370,"Sangerhausen, Stadt"
15087386,Seegebiet Mansfelder Land
15087412,Südharz
15087440,Wallhausen
15087470,Wimmelburg
15088000,"Saalekreis, (Landkreis)"
15088020,"Bad Dürrenberg, Stadt"
15088025,"Bad Lauchstädt, Goethestadt"
15088030,Barnstädt
15088065,"Braunsbedra, Stadt"
15088100,Farnstädt
15088150,Kabelsketal
15088195,"Landsberg, Stadt"
15088205,"Leuna, Stadt"
15088216,"Wettin-Löbejün, Stadt"
15088220,"Merseburg, Stadt"
15088235,"Mücheln (Geiseltal), Stadt"
15088250,Nemsdorf-Göhrendorf
15088265,Obhausen
15088295,Petersberg
15088305,"Querfurt, Stadt"
15088319,Salzatal
15088330,Schkopau
15088340,"Schraplau, Stadt"
15088355,Steigra
15088365,Teutschenthal
15089000,"Salzlandkreis, (Landkreis)"
15089005,"Alsleben (Saale), Stadt"
15089015,"Aschersleben, Stadt"
15089026,"Barby, Stadt"
15089030,"Bernburg (Saale), Stadt"
15089041,Bördeaue
15089042,Bördeland
15089043,Börde-Hakel
15089045,Borne
15089055,"Calbe (Saale), Stadt"
15089075,"Egeln, Stadt"
15089130,Giersleben
15089165,"Güsten, Stadt"
15089175,"Hecklingen, Stadt"
15089185,Ilberstedt
15089195,"Könnern, Stadt"
15089235,"Nienburg (Saale), Stadt"
15089245,Plötzkau
15089305,"Schönebeck (Elbe), Stadt"
15089307,"Seeland, Stadt"
15089310,"Staßfurt, Stadt"
15089365,Wolmirsleben
15090000,"Stendal, (Landkreis)"
15090003,Aland
15090007,Altmärkische Höhe
15090008,Altmärkische Wische
15090010,"Arneburg, Stadt"
15090070,"Bismark (Altmark), Stadt"
15090135,Eichstedt (Altmark)
15090180,Goldbeck
15090220,Hassel
15090225,"Havelberg, Hansestadt"
15090245,Hohenberg-Krusemark
15090270,Iden
15090285,Kamern
15090310,Klietz
15090415,"Osterburg (Altmark), Hansestadt"
15090435,Rochau
15090445,"Sandau (Elbe), Stadt"
15090485,Schollene
15090500,Schönhausen (Elbe)
15090520,"Seehausen (Altmark), Hansestadt"
15090535,"Stendal, Hansestadt"
15090546,"Tangerhütte, Stadt"
15090550,"Tangermünde, Stadt"
15090610,"Werben (Elbe), Hansestadt"
15090631,Wust-Fischbeck
15090635,Zehrental
15091000,"Wittenberg, (Landkreis)"
15091010,"Annaburg, Stadt"
15091020,"Bad Schmiedeberg, Stadt"
15091060,"Coswig (Anhalt), Stadt"
15091110,"Gräfenhainichen, Stadt"
15091145,"Jessen (Elster), Stadt"
15091160,"Kemberg, Stadt"
15091241,"Oranienbaum-Wörlitz, Stadt"
15091375,"Wittenberg, Lutherstadt"
15091391,"Zahna-Elster, Stadt"
16000000,Thüringen
16051000,"Erfurt, Stadt"
16052000,"Gera, Stadt"
16053000,"Jena, Stadt"
16054000,"Suhl, Stadt"
16055000,"Weimar, Stadt"
16061000,"Eichsfeld, (Landkreis)"
16061001,Arenshausen
16061002,Asbach-Sickenberg
16061003,Berlingerode
16061007,Birkenfelde
16061012,Bodenrode-Westhausen
16061014,Bornhagen
16061015,Brehme
16061017,Breitenworbis
16061018,Büttstedt
16061019,Buhla
16061021,Burgwalde
16061023,Dieterode
16061024,Dietzenrode/Vatterode
16061026,Ecklingerode
16061027,Effelder
16061028,Eichstruth
16061031,Ferna
16061032,Freienhagen
16061033,Fretterode
16061034,Geisleden
16061035,Geismar
16061036,Gerbershausen
16061037,Gernrode
16061039,Glasehausen
16061041,Großbartloff
16061044,Haynrode
16061045,"Heilbad Heiligenstadt, Stadt"
16061047,Heuthen
16061048,Hohengandern
16061049,Hohes Kreuz
16061056,Kella
16061057,Kirchgandern
16061058,Kirchworbis
16061062,Krombach
16061063,Küllstedt
16061065,Lenterode
16061066,Lindewerra
16061067,Lutter
16061068,Mackenrode
16061069,Marth
16061074,Niederorschel
16061075,Pfaffschwende
16061076,Reinholterode
16061077,Röhrig
16061078,Rohrberg
16061082,Rustenfelde
16061083,Schachtebich
16061084,Schönhagen
16061085,Schwobfeld
16061086,Sickerode
16061089,Steinbach
16061091,Steinheuterode
16061094,Tastungen
16061096,Thalwenden
16061097,Uder
16061098,Volkerode
16061101,Wachstedt
16061102,Wahlhausen
16061103,Wehnde
16061105,Wiesenfeld
16061107,Wingerode
16061111,Wüstheuterode
16061113,Schimberg
16061114,Teistungen
16061115,"Leinefelde-Worbis, Stadt"
16061116,Am Ohmberg
16061117,Sonnenstein
16061118,"Dingelstädt, Stadt"
16062000,"Nordhausen, (Landkreis)"
16062005,"Ellrich, Stadt"
16062008,Görsbach
16062009,Großlohra
16062024,Kehmstedt
16062026,Kleinfurra
16062033,Lipprechterode
16062037,Niedergebra
16062041,"Nordhausen, Stadt"
16062049,Sollstedt
16062054,Urbach
16062062,Hohenstein
16062063,Werther
16062064,"Heringen/Helme, Stadt"
16062065,Harztor
16062066,"Bleicherode, Stadt"
16063000,"Wartburgkreis, (Landkreis)"
16063003,"Bad Salzungen, Stadt"
16063004,Barchfeld-Immelborn
16063006,Berka v. d. Hainich
16063008,Bischofroda
16063011,Buttlar
16063015,Dermbach
16063023,Empfertshausen
16063028,Frankenroda
16063032,"Geisa, Stadt"
16063033,Gerstengrund
16063037,Hallungen
16063046,Krauthausen
16063049,Lauterbach
16063051,Leimbach
16063058,Nazza
16063062,Oechsen
16063066,"Ruhla, Stadt"
16063068,Schleid
16063071,Seebach
16063076,"Treffurt, Stadt"
16063078,Unterbreizbach
16063082,"Vacha, Stadt"
16063084,Weilar
16063086,Wiesenthal
16063092,Wutha-Farnroda
16063097,Gerstungen
16063098,Hörselberg-Hainich
16063099,"Bad Liebenstein, Stadt"
16063101,Krayenberggemeinde
16063103,"Werra-Suhl-Tal, Stadt"
16063104,"Amt Creuzburg, Stadt"
16063105,"Eisenach, Stadt"
16064000,"Unstrut-Hainich-Kreis, (Landkreis)"
16064003,"Bad Langensalza, Stadt"
16064004,"Bad Tennstedt, Stadt"
16064005,Ballhausen
16064007,Blankenburg
16064009,Bruchstedt
16064014,Dünwald
16064019,Großvargula
16064021,Haussömmern
16064022,Herbsleben
16064027,Hornsömmern
16064032,Kammerforst
16064033,Kirchheilingen
16064037,Körner
16064038,Kutzleben
16064043,Marolterode
16064045,Mittelsömmern
16064046,"Mühlhausen/Thüringen, Stadt"
16064053,Oppershausen
16064055,Rodeberg
16064058,Schönstedt
16064061,Sundhausen
16064062,Tottleben
16064064,Urleben
16064071,Unstruttal
16064072,Menteroda
16064073,Anrode
16064074,Südeichsfeld
16064075,Vogtei
16064076,Unstrut-Hainich
16064077,"Nottertal-Heilinger Höhen, Stadt"
16065000,"Kyffhäuserkreis, (Landkreis)"
16065001,Abtsbessingen
16065003,"Bad Frankenhausen/Kyffhäuser, Stadt"
16065005,Bellstedt
16065008,Borxleben
16065012,"Clingen, Stadt"
16065014,"Ebeleben, Stadt"
16065016,Etzleben
16065018,Freienbessingen
16065019,Gehofen
16065032,Helbedündorf
16065038,Holzsußra
16065042,Kalbsrieth
16065046,Mönchpfiffel-Nikolausrieth
16065048,Niederbösa
16065051,Oberbösa
16065052,Oberheldrungen
16065056,Reinsdorf
16065058,Rockstedt
16065067,"Sondershausen, Stadt"
16065074,Topfstedt
16065075,Trebra
16065077,Wasserthaleben
16065079,Westgreußen
16065085,Kyffhäuserland
16065086,"Artern, Stadt"
16065087,"Roßleben-Wiehe, Stadt"
16065088,"An der Schmücke, Stadt"
16065089,"Greußen, Stadt"
16066000,"Schmalkalden-Meiningen, (Landkreis)"
16066005,Belrieth
16066012,Birx
16066013,Breitungen/Werra
16066015,Christes
16066016,Dillstädt
16066017,Einhausen
16066018,Ellingshausen
16066019,Erbenhausen
16066022,Fambach
16066023,Floh-Seligenthal
16066024,Frankenheim/Rhön
16066025,Friedelshausen
16066038,Kühndorf
16066039,Leutersdorf
16066041,Mehmels
16066042,"Meiningen, Stadt"
16066045,Neubrunn
16066047,"Oberhof, Stadt"
16066049,Obermaßfeld-Grimmenthal
16066052,Oberweid
16066056,Rippershausen
16066057,Ritschenhausen
16066058,Rohr
16066059,Rosa
16066061,Roßdorf
16066063,"Schmalkalden, Kurort, Stadt"
16066064,Schwallungen
16066065,Schwarza
16066069,"Steinbach-Hallenberg, Kurort, Stadt"
16066073,Sülzfeld
16066074,"Brotterode-Trusetal, Stadt"
16066076,Untermaßfeld
16066079,Utendorf
16066081,Vachdorf
16066086,"Wasungen, Stadt"
16066092,"Zella-Mehlis, Stadt"
16066093,Rhönblick
16066094,Grabfeld
16066095,"Kaltennordheim, Stadt"
16067000,"Gotha, (Landkreis)"
16067004,Bienstädt
16067009,Dachwig
16067011,Döllstädt
16067013,Emleben
16067016,Eschenbergen
16067019,"Friedrichroda, Stadt"
16067022,Friemar
16067026,Gierstädt
16067029,"Gotha, Stadt"
16067033,Großfahner
16067036,Herrenhof
16067044,Luisenthal
16067047,Molschleben
16067052,Nottleben
16067053,"Ohrdruf, Stadt"
16067055,Pferdingsleben
16067059,Schwabhausen
16067063,Sonneborn
16067064,Bad Tabarz
16067065,"Tambach-Dietharz/Thür. Wald, Stadt"
16067067,Tonna
16067068,Tröchtelborn
16067071,Tüttleben
16067072,"Waltershausen, Stadt"
16067082,Zimmernsupra
16067087,Nesse-Apfelstädt
16067088,Hörsel
16067089,Drei Gleichen
16067091,Nessetal
16067092,Georgenthal
16068000,"Sömmerda, (Landkreis)"
16068001,Alperstedt
16068002,Andisleben
16068005,Büchel
16068007,Eckstedt
16068009,Elxleben
16068013,Gangloffsömmern
16068014,"Gebesee, Stadt"
16068015,Griefstedt
16068017,Großmölsen
16068019,Großneuhausen
16068021,Großrudestedt
16068022,Günstedt
16068025,Haßleben
16068032,Kleinmölsen
16068033,Kleinneuhausen
16068034,"Kölleda, Stadt"
16068036,Markvippach
16068037,Nöda
16068039,Ollendorf
16068041,Ostramondra
16068042,"Rastenberg, Stadt"
16068043,Riethgen
16068044,Riethnordhausen
16068045,Ringleben
16068048,Schloßvippach
16068049,Schwerstedt
16068051,"Sömmerda, Stadt"
16068052,Sprötau
16068053,Straußfurt
16068055,Udestedt
16068056,Vogelsberg
16068057,Walschleben
16068058,"Weißensee, Stadt"
16068059,Werningshausen
16068061,Witterda
16068062,Wundersleben
16068063,Buttstädt
16068064,Kindelbrück
16069000,"Hildburghausen, (Landkreis)"
16069001,Ahlstädt
16069003,Beinerstadt
16069004,Bischofrod
16069006,Brünn/Thür.
16069008,Dingsleben
16069009,Ehrenberg
16069011,Eichenberg
16069012,"Eisfeld, Stadt"
16069016,Grimmelshausen
16069017,Grub
16069021,Henfstädt
16069024,"Hildburghausen, Stadt"
16069025,Kloster Veßra
16069026,Lengfeld
16069028,Marisfeld
16069035,Oberstadt
16069037,Reurieth
16069041,Schlechtsart
16069042,Schleusegrund
16069043,"Schleusingen, Stadt"
16069044,Schmeheim
16069046,Schweickershausen
16069047,St.Bernhard
16069049,Straufhain
16069051,"Themar, Stadt"
